NameTH	NameEN	LastNameTH	LastNameEN	DepartmentTH	doc_count	cited_by_count
บังอร 	Bangorn 	ปีประทุม	Peepratoom	คณะพยาบาลศาสตร์	1	0
สิรจิตต์ 	Sirajit 	เดชอมรชัย	Dejamonchai	คณะศิลปศาสตร์	14	4
เกียรติศักดิ์ 	Kiatisak 	จังเจริญจิตต์กุล	Jangcharoenjittkul	คณะศิลปศาสตร์	0	0
ชลธิชา 	Chonticha 	พันธุ์พานิช	Panpanich	คณะสังคมสงเคราะห์ศาสตร์	1	0
ชนาธิป 	Chanatip 	สามารถ	Samart	คณะวิทยาศาสตร์และเทคโนโลยี	4	3
ศยามล 	Syamol 	รมพิพัฒน์	Rompipat	คณะพยาบาลศาสตร์	0	0
อรอุมา 	Ornuma 	เตพละกุล	Teparakul	คณะสังคมวิทยาและมานุษยวิทยา	2	0
นิลุบล 	Nilubol 	เลิศนุวัฒน์	Lertnuwat	คณะนิติศาสตร์	5	0
ณภัทร 	Naphat 	สรอัฑฒ์	Sora-at	คณะนิติศาสตร์	2	0
กานต์ 	Kaan 	แตงเที่ยง	Tangtiang	คณะแพทยศาสตร์	2	0
วิเชษฐ์ 	Wichet 	ปิยะวงศ์	Piyawong	คณะแพทยศาสตร์	2	1
ปรียพรรณ 	Preeyaphan 	อรุณากูร	Arunakul	คณะแพทยศาสตร์	4	0
ประวีณ 	Praween 	โล่ห์เลขา	Lolekha	คณะแพทยศาสตร์	7	1
ประสิทธิ์ 	Prasit 	มหาวงศ์ขจิต	Mahawongkajit	คณะแพทยศาสตร์	3	0
กิติวรรณ 	Kitiwan 	โรจนเนืองนิตย์	Rojnueangnit	คณะแพทยศาสตร์	1	0
ภัทรวิน 	Pattharawin 	ภัทรนิธิมา	Pattharanitima	คณะแพทยศาสตร์	2	0
ปิยนุช 	Piyanuch 	คงทิม	Kongtim	คณะแพทยศาสตร์	0	0
พลินท์ 	Palin 	ลิมปวิทยาพร	Limpavitayaporn	คณะแพทยศาสตร์	2	0
อมรพล 	Amonpon 	กันเลิศ	Kanlerd	คณะแพทยศาสตร์	0	0
วันวิสาข์ 	Wanwisa 	หิมะคุณ	Himakoun	คณะแพทยศาสตร์	4	0
พสิษฐ์พล 	Pasitpon 	วัชรวงศ์วาน	Vatcharavongvan	คณะแพทยศาสตร์	2	4
เพชรรัตน์ 	Petcharat 	บุนนาค	Bunnag	คณะแพทยศาสตร์	1	0
อินทนนท์ 	Intanon 	อิ่มสุวรรณ	Imsuwan	คณะแพทยศาสตร์	6	4
วรรณฤดี 	Wanrudee 	โลหิตวิเศษ	Lohitvisate	คณะแพทยศาสตร์	2	0
จิณพิชญ์ชา 	Jinpitcha 	มะมม	Mamom	คณะพยาบาลศาสตร์	9	8
วีรบูรณ์ 	Weeraboon 	วิสารทสกุล	Wisartsakul	วิทยาลัยพัฒนศาสตร์ ป๋วย อึ๊งภากรณ์	4	0
ปริยศ 	Priyoth 	กิตติธีระศักดิ์	Kittiteerasack	คณะพยาบาลศาสตร์	2	2
สสิธร 	Sasitorn 	เทพตระการพร	Taptagaporn	คณะสาธารณสุขศาสตร์	11	3
วศิน 	Wasin 	ศิวสฤษดิ์	Siwasarit	คณะเศรษฐศาสตร์	0	0
วรนาถ 	Woranart 	ทัตติยกุล	Tattiyakul	คณะแพทยศาสตร์	0	0
สถาพร 	Sathaporn 	โอภาสานนท์	Opasanon	คณะพาณิชยศาสตร์และการบัญชี	15	9
พันธุ์จง 	Punchong 	หาญวิวัฒนกุล	Hanvivadhanakul	คณะแพทยศาสตร์	1	1
ณัฐพล 	Nattapol 	ธรรมโชติ	Tammachote	คณะแพทยศาสตร์	1	0
อธิตา 	Athita 	จันทเสนานนท์	Chanthasenanont	คณะแพทยศาสตร์	18	9
อดิศัย 	Adisai 	บัวคำศรี	Buakhamsri	คณะแพทยศาสตร์	1	0
ณัฏฐิณี 	Natthinee 	จรัสเจริญวิทยา	Charatcharoenwitthaya	คณะแพทยศาสตร์	1	4
กมลพรรณ 	Kamolparn 	ภักดี	Pugdee	คณะทันตแพทยศาสตร์	2	1
พิมพ์ฉัตร 	Pimchat 	รสสุธรรม	Rossuthram	คณะสังคมสงเคราะห์ศาสตร์	3	0
วิลาสินี 	Wilasinee 	พนานครทรัพย์	Pananakhonsab	คณะสังคมวิทยาและมานุษยวิทยา	1	0
วีรชัย 	Weerachai 	อัศวเมธาพันธ์	Asawamethapant	คณะวิศวกรรมศาสตร์	4	3
ณัฏฐกัญญา 	Nadthaganya 	สุวรรณลิขิต	Suwanlikhid	คณะแพทยศาสตร์	6	1
ปิยะนุช 	Piyanuch 	วิริเยนะวัตร์	Wiriyaenawat	คณะศิลปศาสตร์	6	0
วีรยุทธ 	Weerayut 	ศรีชัยศิริเวช	Srichaisiriwech	คณะวิทยาศาสตร์และเทคโนโลยี	2	0
เดชา 	Decha 	ตั้งสีฟ้า	Tangseefa	คณะรัฐศาสตร์	1	2
ต่อพงศ์ 	Torpong 	กิตติยานุพงศ์	Kittiyanupong	คณะนิติศาสตร์	4	0
นนทวัชร์ 	Nontawat 	นวตระกูลพิสุทธิ์	Nawatrakulpisut	คณะนิติศาสตร์	11	1
สิทธิชัย 	Sittichai 	ขุนทองแก้ว	Koontongkaew	คณะทันตแพทยศาสตร์	5	1
วิชยา 	Wchaya 	ปิดชามุก	Pidchamook	คณะศิลปศาสตร์	0	0
บุญชู 	Boonchu 	ศิริจงกลทอง	Sirichongkolthong	คณะแพทยศาสตร์	3	1
นพพร 	Nopporn 	พูลยรัตน์	Poolyarat	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
เชิดพันธุ์ 	Chirdpan 	เบญจกุล	Benjakul	คณะทันตแพทยศาสตร์	0	0
รมิดา 	Ramidha 	ศรีเหรา	Srihera	คณะวิทยาศาสตร์และเทคโนโลยี	2	0
สุกัญญา 	Sukanya 	พูลโพธิ์กลาง	Phoolphoklang	คณะพยาบาลศาสตร์	2	0
ปิยะวรรณ 	Piyawan 	ขนาน	Kanan	คณะพยาบาลศาสตร์	3	4
อัศนีย์ 	Assanee 	เปลี่ยนศรี	Pleinsri	คณะศิลปกรรมศาสตร์	5	0
พีระศักดิ์ 	Peerasak 	อินทรไพบูลย์	Intarapaiboon	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ณัฐพล 	Nutthapol 	จันทร์แก้ว	Junkaew	คณะวิทยาศาสตร์และเทคโนโลยี	6	0
รัชภูมิ 	Ruchapoom 	ปัญส่งเสริม	Punsongserm	คณะศิลปกรรมศาสตร์	7	2
วินชนะ 	Winchana 	ศรีวิไลทนต์	Srivilaithon	คณะแพทยศาสตร์	1	0
อลิสสา 	Alissa 	รัตนตะวัน	Ratanatawan	คณะแพทยศาสตร์	0	0
วุฒิชัย 	Wuthichai 	วงษ์ทัศนีย์กร	Wongthatsanekorn	คณะวิศวกรรมศาสตร์	8	1
ศรีชนา 	Srichana 	เจริญเนตร	Jareonnate	คณะศิลปกรรมศาสตร์	2	0
กมลวรรณ 	Kamolvan 	จิรวิศิษฎ์	Chiravisit	คณะนิติศาสตร์	1	0
พัชรี 	Patcharee 	อิศรางกูร ณ อยุธยา	Isarankura-na-ayudhya	คณะสหเวชศาสตร์	1	0
ธารินี 	Tarinee 	ลับไพรี	Lubpairee	คณะทันตแพทยศาสตร์	0	0
อาทิตยา 	Arthitaya 	นราฐากูร	Narathakoon	สถาบันภาษา	0	0
สุริยันติ์ 	Suriyan 	ปานเล่ห์	Panlay	คณะศิลปศาสตร์	1	0
ฐิติพร 	Thitiporn 	ปฐมจารุวัฒน์	Pathomjaruwat	คณะพยาบาลศาสตร์	3	3
มุนินทร์ 	Munin 	พงศาปาน	Pongsapan	คณะนิติศาสตร์	3	1
เจนกฤษฎิ์ 	Chanekrid 	อุปดิสสกุล	Oupadissakoon	คณะทันตแพทยศาสตร์	0	0
อุดม 	Udom 	ว่องไวทองดี	Wongwaithongdee	คณะทันตแพทยศาสตร์	1	0
สวัสดิศักดิ์ 	Sawadisak 	นาแถมพลอย	Natamploy	คณะทันตแพทยศาสตร์	0	0
ดวงรัตน์ 	Daungrat 	กรสุวรรณสิน	Kornsuwansin	คณะทันตแพทยศาสตร์	0	0
ธีรวัฒน์ 	Terawat 	โตสิริวัฒนพงศ์	Tosiriwatanapong	คณะทันตแพทยศาสตร์	0	0
กอบชัย 	Kopchai 	ภูมิพาณิชย์	Poomparnich	คณะทันตแพทยศาสตร์	0	0
กัลยา 	Kanlaya 	อินทรีย์	Insee	คณะทันตแพทยศาสตร์	0	0
อาเทศรัจน์ 	Arthessarat 	ศิริสะอาด	Sirisa-ard	คณะทันตแพทยศาสตร์	0	0
วรภพ 	Worapop 	สุทธิวาทนฤพุฒิ	Suthiwartnarueput	คณะแพทยศาสตร์	2	0
กริชา 	Karicha 	ไม้เรียง	Mairaing	คณะแพทยศาสตร์	10	2
อาทิตย์ 	Arthit 	บุญยรางกูร	Boonyarangkul	คณะแพทยศาสตร์	9	3
เสกสันต์ 	Seksun 	ผลวัฒนะ	Polwattana	คณะศิลปศาสตร์	0	0
นพวรรณ 	Noppawan 	จารุสุสินธ์	Charususin	คณะสหเวชศาสตร์	3	0
จิตานันท์ 	Jitanan 	เหล่าศิริไพศาล	Laosiripisan	คณะสหเวชศาสตร์	5	0
ณิภัทรา 	Niphattra 	หริตวร	Haritavorn	คณะสาธารณสุขศาสตร์	0	0
มาลี 	Malee 	จิรวัฒนานนท์	Jirawattananon	คณะสังคมสงเคราะห์ศาสตร์	1	0
ปรียานุช 	Preeyanuch 	โชคธนวณิชย์	Choktanawanich	คณะสังคมสงเคราะห์ศาสตร์	3	0
ภูมินันท์ 	Bhuminan 	ปิยทัศน์นันท์	Piyathasanan	คณะพาณิชยศาสตร์และการบัญชี	0	0
สุรสิทธิ์ 	Surasit 	อมรวณิชศักดิ์	Amornwanitsak	คณะศิลปศาสตร์	14	2
บุญช่วย 	Boonchuey 	เกิดรี	Kirdree	คณะศิลปกรรมศาสตร์	2	0
สุดาทิพย์ 	Sudathip 	จันทร	Chantorn	คณะวิทยาศาสตร์และเทคโนโลยี	5	1
ทรงยศ 	Songyot 	นาคอริยกุล	Nakariyalul	คณะวิศวกรรมศาสตร์	0	0
วีรชัย 	Weerachai 	อโณทัยไพบูลย์	Anotaipaiboon	คณะวิศวกรรมศาสตร์	0	0
ชาญชัย 	Chanchai 	ตั้งเรือนรัตน์	Tangruenrat	คณะพาณิชยศาสตร์และการบัญชี	15	5
ไพลิน 	Pailin 	ปิ่นสำอางค์	Pinsumang	คณะศิลปศาสตร์	1	0
สร้อยมาศ 	Soimart 	รุ่งมณี	Rungmanee	วิทยาลัยพัฒนศาสตร์ ป๋วย อึ๊งภากรณ์	1	0
ปานรัตน์ 	Panrat 	นิ่มตลุง	Nimtaloung	คณะสังคมสงเคราะห์ศาสตร์	3	0
ปุณิกา 	Punika 	อภิรักษ์ไกรศรี	Apirukkraisri	คณะสังคมสงเคราะห์ศาสตร์	0	0
จินดา 	Jinda 	แซ่จึง	Saejung	คณะศิลปศาสตร์	0	0
ชญานิษฐ์ 	Chayanit 	พูลยรัตน์	Poonyarat	คณะรัฐศาสตร์	3	1
ศิรินทร์รัตน์ 	Sirinrat 	กาญจนกุญชร	Kanchanakunjara	คณะสังคมสงเคราะห์ศาสตร์	1	0
เอนก 	Anek 	ภู่ทอง	Pootong	คณะสหเวชศาสตร์	7	2
อรฤดี 	Onruedee 	ขันติสิทธิพร	Khantisitthiporn	คณะสหเวชศาสตร์	6	2
สายพิณ 	Saipin 	ศุพุทธมงคล	Suputtamongkol	คณะสังคมวิทยาและมานุษยวิทยา	1	0
กรศุทธิ์ 	Korrasut 	ขอพ่วงกลาง	Khophuangklang	คณะนิติศาสตร์	2	1
ทรงชัย 	Songchai 	ทองปาน	Thongpan	คณะศิลปศาสตร์	8	0
นภัสนันท์ 	Naphatsanan 	เดือนศักดิ์	Duansak	คณะแพทยศาสตร์	1	0
ชัยวุฒิ 	Chaiwut 	บุญเอนก	Bunanek	วิทยาลัยสหวิทยาการ	0	0
ปรียาภรณ์ 	Preeyaphorn 	สองศร	Songsorn	คณะสหเวชศาสตร์	5	2
ณัฐพล 	Nattapon 	สุขประเสริฐ	Sookprasert	คณะแพทยศาสตร์	1	0
ชนินท์ทิรา 	Chanintira 	ณ ถลาง	Na Thalang	คณะรัฐศาสตร์	0	0
เอื้ออารี 	Aua-aree 	บุญเพิ่ม	Boonperm	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ฮุสนา 	Husna 	เพ็ชรทองคำ	Phettongkam	สถาบันภาษา	0	0
นิรมัย 	Niramai 	พิศแข มั่นจิตร	Phithhae Manjit	คณะนิติศาสตร์	1	0
ภูมินาถ 	Pumnat 	ชื่นชมรัตน์	Chuenchomrat	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
สิทธิธรรม 	Sittitam 	อ่องวุฒิวัฒน์	Ongwuttiwat	คณะศิลปศาสตร์	5	0
อรอนงค์ 	Onanong 	ทิพย์พิมล	Thippimol	คณะศิลปศาสตร์	1	0
วิศรุต 	Visarut 	พึ่งสุนทร	Phungsoondara	คณะศิลปศาสตร์	3	0
วราวุธ 	Warawut 	ติยพงศ์พัฒนา	Tiyapongpattana	คณะวิทยาศาสตร์และเทคโนโลยี	1	0
พิทยา 	Pittaya 	สุวคันธ์	Suvakunta	วิทยาลัยสหวิทยาการ	4	0
พงษ์เทพ 	Pongthep 	สันติกุล	Suntigul	คณะสังคมสงเคราะห์ศาสตร์	8	0
ภัทธีรา 	Phatteera 	สารากรบริรักษ์	Sarakornborrirak	คณะวารสารศาสตร์และสื่อสารมวลชน	6	1
อวันวี 	Awanwee 	เพชรคงแก้ว	Petchkongkaew	คณะวิทยาศาสตร์และเทคโนโลยี	1	0
จุไรรัตน์ 	Jurairat 	บุญรวบ	Boonruab	คณะแพทยศาสตร์	0	0
เย็นฤดี 	Yenrudee 	ภูมิถาวร	Poomtavorn	คณะแพทยศาสตร์	10	2
พีรเศรษฐ์ 	Peraset 	ชมภูมิ่ง	Chompuming	คณะพาณิชยศาสตร์และการบัญชี	1	0
อภิศักดิ์ 	Apisak 	ภู่พิพัฒน์	Pupipat	คณะศิลปศาสตร์	0	0
พจนก 	Podjanok 	กาญจนจันทร	Kanjanajuntorn	คณะสังคมวิทยาและมานุษยวิทยา	3	0
วารี 	Varee 	ฉัตรอุดมผล	Chatudompol	คณะวารสารศาสตร์และสื่อสารมวลชน	1	0
ศิวริน 	Sivarin 	เลิศภูษิต	Lertpusit	วิทยาลัยสหวิทยาการ	1	0
กิตติพงษ์ 	Kittipong 	เกียรติวิภาค	Keativipak	คณะศิลปกรรมศาสตร์	5	0
ณพล 	Napon 	สุกใส	Suksai	คณะเศรษฐศาสตร์	2	0
วรณี 	Woranee 	มังคละศิริ	Mungkalasiri	คณะวิศวกรรมศาสตร์	0	0
พัทธ์ชนก 	Patchanok 	ศรีสุรเดชชัย	Srisuradetchai	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ชานนท์ 	Chanon 	โกมลมาลย์	Komonmarn	คณะสังคมสงเคราะห์ศาสตร์	7	0
สิริมา 	Sirima 	มงคลสัมฤทธิ์	Mongkolsomlit	คณะสาธารณสุขศาสตร์	8	5
ปกรณ์ 	Pakorn 	แววสว่างวงศ์	Waewsawangwong	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
อาวีมาศ 	Arvemas 	วัชรากร	Watcharakorn	คณะแพทยศาสตร์	2	0
รุ่งรัตน์ 	Rungrat 	จิตวโรภาส	Jitvaropas	คณะแพทยศาสตร์	3	0
ถิรวรรณ 	Thirawan 	นิพิฏฐกุล	Nipithakul	วิทยาลัยสหวิทยาการ	0	0
จตุรงค์ 	Chaturong 	นภาธร	Napathorn	คณะพาณิชยศาสตร์และการบัญชี	2	1
สิระ 	Sira 	นันทพิศาล	Nanthapisal	คณะแพทยศาสตร์	1	0
วิไลพร 	Wilaiporn 	เตชะสาธิต	Tachasatid	คณะแพทยศาสตร์	3	0
กนกนันทร์ 	Kanoknan 	สุเชาว์อินทร์	Suchaoin	คณะสหเวชศาสตร์	2	0
อารดา 	Arada 	ครุจิต	Karuchit	คณะวารสารศาสตร์และสื่อสารมวลชน	2	0
อรรถกฤต 	Attakrit 	ปัจฉิมนันท์	Patchimnan	คณะรัฐศาสตร์	7	1
พรทิพย์ 	Pornthip 	เนติภารัตนกุล	Netiparatanakul	คณะสังคมวิทยาและมานุษยวิทยา	1	0
มณฑิรา 	Montira 	อาชวานันทกุล	Achavanantakul	คณะนิติศาสตร์	0	0
ปิยะ 	Piya 	เตชะธีราวัฒน์	Techateerawat	คณะวิศวกรรมศาสตร์	0	0
เอกชล 	Ekkachon 	มุกดา	Mukda	คณะสหเวชศาสตร์	2	0
ผ่องพรรณ 	Pongpun 	ไกรนรา	Krainara	คณะศิลปศาสตร์	0	0
สุปราณี 	Supranee 	ลิสวัสดิ์	Lisawadi	คณะวิทยาศาสตร์และเทคโนโลยี	1	0
ภณิดา 	Phanida 	ซ้ายขวัญ	Saikhwan	คณะวิศวกรรมศาสตร์	1	0
พีระพล 	Peerapon 	รัตนะ	Rattana	คณะสาธารณสุขศาสตร์	1	0
วรรณภา 	Vannapar 	ติระสังขะ	Tirasangka	คณะรัฐศาสตร์	4	0
ศิริพร 	Siriporn 	ศรีสินธุ์อุไร	Srisinurai	คณะสังคมวิทยาและมานุษยวิทยา	3	0
ประกายเพชร 	Prakaipetch 	วินัยประเสริฐ	Winaiprasert	คณะพยาบาลศาสตร์	1	0
สรรพจน์ 	Sanpoj 	มาพบสุข	Mapobsuk	คณะศิลปกรรมศาสตร์	1	0
เกศราพร 	Ketsaraporn 	ทองพุ่มพฤกษา	Thongphumprueaksa	คณะวารสารศาสตร์และสื่อสารมวลชน	3	0
อังคณา 	Angkana 	จิรโรจน์	Jirarode	คณะพยาบาลศาสตร์	1	1
โมไนยพล 	Monaiphol 	รณเวช	Ronavej	คณะวารสารศาสตร์และสื่อสารมวลชน	1	0
วสันต์ 	Wasan 	เหลืองประภัสร์	Luangprapat	คณะรัฐศาสตร์	13	4
พรรณิภา 	Pannipa 	เทพามาตย์	Thepamat	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ธเนศ 	Thanes 	วีระศิริ	Weerasiri	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
โมนิล 	Monin 	เตชะวชิรกุล	Techawachirakul	คณะศิลปศาสตร์	0	0
กตัญชลี 	Katanchalee 	ห่วงเอี่ยม	Houngim	คณะแพทยศาสตร์	0	0
นิดา 	Nida 	ไรท์	Wright	คณะแพทยศาสตร์	0	0
สัจพร 	Satjaporn 	ทุ่งสงค์	Tungsong	คณะพาณิชยศาสตร์และการบัญชี	0	0
ศิริพร 	Siriporn 	นาประเสริฐกูล	Naprasertkul	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
นิติการ 	Nitikarn 	นิ่มสุข	Nimsuk	คณะวิศวกรรมศาสตร์	0	0
ปิเตอร์ 	Peter 	รักธรรม	Ractham	คณะพาณิชยศาสตร์และการบัญชี	0	0
พัชรพร 	Patcharaporn 	แก้ววิมล	Kaewwimol	คณะพยาบาลศาสตร์	0	0
ศุภวัจน์ 	Supawat 	รุ่งสุริยะวิบูลย์	Rungsuriyawiboon	คณะเศรษฐศาสตร์	1	0
สุธิดา 	Sutida 	วิมุตติโกศล	Wimuttikosol	คณะศิลปศาสตร์	1	0
เมธาวี 	Maytawee 	โหละสุต	Holasut	คณะศิลปศาสตร์	3	0
นันทิยา 	Nuntiya 	สมภาร	Somparn	คณะแพทยศาสตร์	6	1
ภาวิต 	Phawit 	พุฒประเสริฐ	Putprasert	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
จิรภา 	Jirapa 	ตั้งศรีตระกูล	Tangsritrakul	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
สัปปินันทน์ 	Sappinandana 	เอกอำพน	Akamphon	คณะวิศวกรรมศาสตร์	0	0
วันรัก 	Wanrug 	สุวรรณวัฒนา	Suwanwattana	คณะศิลปศาสตร์	0	0
เยาวดี 	Yaowadee 	เต็มธนาภัทร์	Temtanapat	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ณัฐพงศ์ 	Nutthaphong 	ตัณฑนุช	Tanthanuch	คณะวิศวกรรมศาสตร์	0	0
ธรรมนาถ 	Thammanard 	เจริญบุญ	Charernboon	คณะแพทยศาสตร์	11	6
สุดาวรรณ 	Sudawan 	สินธุประมา	Sindhuprama	คณะศิลปศาสตร์	0	0
ฐิติ 	Thiti 	ศรีเจริญชัย	Sricharoenchai	คณะแพทยศาสตร์	1	0
สุธีรา 	Suteera 	วัฒนกุล	Vatthanakul	คณะวิทยาศาสตร์และเทคโนโลยี	1	1
กมล 	Kamon 	เอี่ยมพนากิจ	Aiempanakit	คณะวิทยาศาสตร์และเทคโนโลยี	2	0
สายัณห์ 	Sayan 	ผุดวัฒน์	Pudwat	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
พิพัฒน์ 	Pipad 	กระแจะจันทร์	Krajaejun	คณะศิลปศาสตร์	16	2
ดนยา 	Danaya 	ตันติสันติสม	Tantisantisom	คณะศิลปศาสตร์	0	0
ณิชมน 	Nichamon 	ไชยอนันต์	Chaianant	คณะทันตแพทยศาสตร์	0	0
ปาริฉัตร 	Parichat 	ลิ้มสุวรรณ	Limsuvan	คณะทันตแพทยศาสตร์	0	0
ปิยะพงษ์ 	Piyaphong 	พรรณพิสุทธิ์	Panpisut	คณะทันตแพทยศาสตร์	0	0
กันต์ 	Kan 	วงศ์กำแหง	Wongkamhaeng	คณะทันตแพทยศาสตร์	0	0
เกรียงไกร 	Kriangkrai 	ปิ่นชำนาญกุล	Pinchamnankool	คณะทันตแพทยศาสตร์	0	0
คมสันต์ 	Komsan 	อภิญญาอุปถัมภ์	Apinyauppatham	คณะทันตแพทยศาสตร์	0	0
อลงกรณ์ 	Alongkorn 	ธนศรีธัญญากุล	Tanasritunyakul	คณะเศรษฐศาสตร์	2	0
อำนาจ 	Amnat 	ปักษาสุข	Paksasuk	คณะศิลปศาสตร์	9	0
วันชนะ 	Wanchana 	ทองคำเภา	Tongkhampao	คณะศิลปศาสตร์	4	0
ชื่นชม 	Chuenchom 	ชื่อลือชา	Chueluecha	คณะแพทยศาสตร์	2	8
วราภรณ์ 	Waraporn 	ศรีขำ บุญแสง	Srikhum Boonsaeng	คณะแพทยศาสตร์	0	0
ตามพงศ์ 	Tarmphong 	ชอบอิสระ	Chobisara	คณะนิติศาสตร์	1	0
ภูมินทร์ 	Bhumindr 	บุตรอินทร์	Butr-indr	คณะนิติศาสตร์	9	1
ดิลก 	Dilok 	ตันทองทิพย์	Tantongtip	คณะแพทยศาสตร์	2	0
ตะวัน 	Tawan 	อิ่มวิเศษ	Imvised	คณะแพทยศาสตร์	2	0
นพพร 	Nopporn 	เรืองวานิช	Ruangwanit	คณะพาณิชยศาสตร์และการบัญชี	0	0
ขนิษฐา 	Kanitha 	คูศิวิไลส์	Kocivilize	คณะแพทยศาสตร์	2	0
ณัฐพล 	Nattapon 	วงษ์คำช้าง	Wongcumchang	คณะแพทยศาสตร์	10	12
สุขุมา 	Sukhuma 	อรุณจิต	Aroonjit	คณะสังคมสงเคราะห์ศาสตร์	1	0
รุ่งนภา 	Rungnapa 	โอภาสปัญญาสาร	Opartpunyasarn	คณะเศรษฐศาสตร์	0	0
เสาวลักษณ์ 	Saowaluk 	ค้าของ	Khakhong	คณะพยาบาลศาสตร์	2	2
ณัฏฐพร 	Nuttaporn 	ประดิษฐพจน์	Praditpod	คณะสหเวชศาสตร์	0	0
เสรณี 	Seranee 	ศรีสุข	Srisuk	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
อินทัช 	Intouch 	ศักดิ์ภักดีเจริญ	Sakpakdeejaroen	คณะแพทยศาสตร์	11	9
ผ่องพรรณ 	Phongpan 	ตันติพูล	Tantipoon	คณะสหเวชศาสตร์	0	0
พัฒน์นรี 	Patnaree 	ศรีศุภโอฬาร	Srisuphaolarn	คณะพาณิชยศาสตร์และการบัญชี	5	3
ปิยะวงศ์ 	Piyawong 	ปัญจะเทวคุปต์	Punjatewakupt	คณะเศรษฐศาสตร์	1	0
พัชยา 	Phutchaya 	น้ำเงิน	Numngern	คณะนิติศาสตร์	2	0
ลัดดาวัลย์ 	Laddawan 	แก้วกิติพงษ์	Kaewkitipong	คณะพาณิชยศาสตร์และการบัญชี	7	2
พรพรหม 	Bhornprom 	ย่อยสูงเนิน	Yoysungnoen	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	0	0
สุกฤตยา 	Sukrittaya 	จักรปิง	Jukping	วิทยาลัยสหวิทยาการ	2	0
ศุภวิทย์ 	Supavit 	ถาวรบุตร	Thavaraputta	คณะศิลปศาสตร์	4	0
กุลนารี 	Kulnaree 	เสือโรจน์	Sueroj	คณะวารสารศาสตร์และสื่อสารมวลชน	2	0
ธเนศ 	Thanese 	ปุรณสุธีมงคล	Purnasuthimongkol	คณะศิลปศาสตร์	0	0
ฐิติพงษ์ 	Thitipong 	ด้วงคง	Duangkong	คณะศิลปศาสตร์	1	0
พักตร์เพ็ญ 	Phakpen 	ภูมิพันธ์	Poomipan	คณะวิทยาศาสตร์และเทคโนโลยี	10	0
สิทธิโชค 	Sitichoke 	อำนวยพล	Amnuanpol	คณะวิทยาศาสตร์และเทคโนโลยี	0	0
พงศยา 	Pongsaya 	ภูมิพัฒน์โยธิน	Pumipatyothin	คณะสังคมสงเคราะห์ศาสตร์	0	0
นันทิกานต์ 	Nantikarn 	สิมะแสงยาภรณ์	Simasangyaporn	สถาบันภาษา	0	0
สิชล 	Sichon 	คูวุฒยากร	Koowuttayakorn	สถาบันภาษา	0	0
วรรณวิภางค์ 	Wanviphang 	มานะโชติพงษ์	Manachotphong	คณะเศรษฐศาสตร์	1	0
เชาวฤทธิ์ 	Chaowarit 	เชาว์แสงรัตน์	Chaowsangrat	คณะศิลปศาสตร์	1	0
ศุภวัฒน์ 	Suphawat 	พุกเจริญ	Pookcharoen	คณะศิลปศาสตร์	1	0
ศุภวัฒน์ 	Supawat 	สุภัควงศ์	Supakwong	คณะวิศวกรรมศาสตร์	0	0
จรินทร์ทิพย์ 	Charinthip 	เฮงคราวิทย์	Hengkrawit	คณะวิทยาศาสตร์และเทคโนโลยี	1	0
ปาริฉัตร 	Parichat 	จันโทริ	Jantori	คณะพาณิชยศาสตร์และการบัญชี	7	1
พัชรพิไล 	Pacharapilai 	นิธิฤทธิไกร	Nidhiritdhikrai	คณะทันตแพทยศาสตร์	0	0
จักรวาล 	Jakrawal 	นิลธำรงค์	Nilthamrong	คณะวารสารศาสตร์และสื่อสารมวลชน	1	1
อนุสรณ์ 	Anusorn 	อุณโณ	unno	คณะสังคมวิทยาและมานุษยวิทยา	0	0
ดวงแก้ว 	Duangkaew 	เธียรสวัสดิ์กิจ	Dheinsawadkij	คณะวารสารศาสตร์และสื่อสารมวลชน	3	0
ธีระรัตน์ 	Teerarat 	จีระวัฒนา	Cherawattana	คณะนิติศาสตร์	6	1
พิจิตรา 	Pichittra 	ประภัสสรมนู	Prapassornmanu	คณะเศรษฐศาสตร์	0	0
สุมิตา 	Sumita 	สุภากรณ์	Supakorn	วิทยาลัยสหวิทยาการ	0	0
จีรวรรณ 	Jirawan 	ศรีวงษ์	Sriwong	คณะศิลปศาสตร์	1	0
กมลทิพย์ 	Kamonthip 	เสรีนนท์ชัย	Sereenonchai	คณะวิทยาศาสตร์และเทคโนโลยี	1	0
ชัยยุทธ 	Chaiyut 	ถาวรานุรักษ์	Tawharanurak	วิทยาลัยสหวิทยาการ	3	0
